1.53767, 2.83388, ONE
-1.25885, 1.86217, ONE
1.31876, -0.307688, ONE
0.566408, 1.34262, ONE
4.5784, 3.76944, ONE
-0.349887, 4.03492, ONE
1.7254, 0.936945, ONE
1.71474, 0.795034, ONE
0.875856, 2.4897, ONE
2.40903, 2.41719, ONE
1.6715, -0.207487, ONE
1.71724, 2.63023, ONE
1.48889, 2.03469, ONE
1.72689, 0.696559, ONE
1.29387, 0.212717, ONE
1.8884, -0.14707, ONE
-0.06887, 0.190501, ONE
-1.94428, 2.43838, ONE
1.32519, 0.245072, ONE
2.3703, -0.711516, ONE
0.897758, 0.758553, ONE
1.31921, 1.31286, ONE
0.13512, 0.969949, ONE
0.835121, 1.62771, ONE
2.09327, 2.10927, ONE
0.136347, 1.07736, ONE
-0.214117, -0.113501, ONE
0.993151, 2.53263, ONE
0.230334, 1.37138, ONE
0.774416, 2.11736, ONE
-0.089064, 1.03256, ONE
1.55253, 2.10061, ONE
2.54421, 1.08593, ONE
-0.49159, 0.257698, ONE
-0.061582, 3.35046, ONE
0.384398, 1.74808, ONE
0.807581, 1.88861, ONE
0.235151, -0.402269, ONE
-0.422376, 1.48819, ONE
0.822625, 0.803947, ONE
2.41931, 1.29158, ONE
1.19781, 2.5877, ONE
0.195534, 1.69662, ONE
1.83509, 0.756285, ONE
1.21567, -0.165844, ONE
-0.147953, 1.10488, ONE
1.72225, 3.58549, ONE
0.333109, 1.18733, ONE
0.917506, -0.933023, ONE
0.561034, -0.794679, ONE
1.84038, 0.111968, ONE
1.10009, 0.455471, ONE
1.30352, 0.399673, ONE
1.48996, 1.73936, ONE
2.71189, 0.805876, ONE
-1.13836, 0.160411, ONE
2.35459, -0.072155, ONE
1.96095, 1.12405, ONE
2.4367, -0.9609, ONE
0.802302, -0.207845, ONE
3.90801, 1.82522, ONE
2.37897, -0.05818, ONE
0.531384, 0.727531, ONE
2.09843, 0.722128, ONE
1.70154, -1.05182, ONE
0.64615, 0.176413, ONE
-0.577057, 1.50798, ONE
1.28198, 1.03348, ONE
-0.333678, 2.12749, ONE
1.35018, 0.700934, ONE
1.02289, 0.738005, ONE
-0.750212, 0.714349, ONE
0.168633, 0.020794, ONE
-0.156402, 0.466443, ONE
-1.00264, 1.96423, ONE
1.52006, 0.979972, ONE
0.965229, 0.201836, ONE
2.01869, 0.866783, ONE
0.28547, 2.35139, ONE
0.775229, 0.410971, ONE
0.706246, 0.152074, ONE
-0.120128, 3.526, ONE
2.6555, 1.30753, ONE
-0.257118, 0.134532, ONE
0.823466, 1.79142, ONE
-0.332004, -1.32987, ONE
-0.449097, 1.33351, ONE
1.39135, 1.45168, ONE
0.869715, 1.18369, ONE
0.523847, 1.86202, ONE
-0.361694, 1.45503, ONE
0.151291, 0.665113, ONE
1.55278, 2.03909, ONE
-0.117639, 2.26066, ONE
1.66014, 0.932134, ONE
0.804779, 0.782394, ONE
0.696892, 1.02305, ONE
1.05129, 1.82606, ONE
2.52698, 1.46691, ONE
0.790287, 1.62519, ONE
1.18323, -0.029768, ONE
1.94922, 1.30706, ONE
1.13518, 1.51525, ONE
1.26141, 0.058514, ONE
0.837662, 0.853945, ONE
0.467989, 2.6821, ONE
0.124271, 0.516185, ONE
0.287995, -0.174212, ONE
0.80776, 0.72593, ONE
2.53007, 0.750975, ONE
-0.064213, 2.60346, ONE
2.23468, 0.770374, ONE
-0.50616, 0.555372, ONE
0.844059, 1.27607, ONE
