-1.53539, 3.63397, TWO
0.63796, 1.3652, TWO
1.55937, 0.239706, TWO
2.49913, 1.23023, TWO
1.71426, -0.698367, TWO
0.450304, 0.795685, TWO
-1.03903, 0.292687, TWO
1.37817, 1.48578, TWO
1.80433, 1.0883, TWO
1.21627, 2.52296, TWO
0.999008, 0.775268, TWO
-0.622134, 0.89712, TWO
0.903565, 0.96818, TWO
-1.24618, 1.63062, TWO
0.803077, 2.50801, TWO
0.187478, 1.27433, TWO
1.48829, 0.09614, TWO
1.12316, 2.35015, TWO
1.67836, 2.68713, TWO
2.20636, 0.104443, TWO
0.848261, 0.747184, TWO
0.487577, -1.43002, TWO
0.872321, 0.077871, TWO
2.07017, 1.41148, TWO
3.08759, 0.073857, TWO
0.405295, 0.504003, TWO
-1.35827, 0.880809, TWO
1.44494, 1.16345, TWO
2.56883, 0.003626, TWO
-1.28032, 3.17885, TWO
-0.082986, 1.58377, TWO
0.323866, 0.294544, TWO
0.703074, -1.48411, TWO
1.56881, 0.052997, TWO
1.49659, 2.35676, TWO
-0.539192, 2.28171, TWO
1.70889, 0.283989, TWO
1.39245, 0.141853, TWO
-0.460305, 0.844437, TWO
1.68165, -0.148882, TWO
0.472504, 0.50469, TWO
1.9739, 1.0377, TWO
0.382742, 1.01566, TWO
0.7652, 0.427217, TWO
2.51708, 1.79727, TWO
1.46167, 1.79814, TWO
1.49733, 1.72132, TWO
1.00202, -1.45532, TWO
2.35376, 2.4459, TWO
0.742711, 1.79063, TWO
2.18383, -0.37948, TWO
1.30397, -0.188982, TWO
3.02949, 1.9649, TWO
0.396498, 2.00957, TWO
1.37817, 1.34494, TWO
0.980824, 1.66832, TWO
1.17117, 1.41723, TWO
1.07237, 0.672408, TWO
0.101107, 1.88905, TWO
0.730546, 2.02846, TWO
0.198674, -0.083349, TWO
0.952698, 1.80809, TWO
1.0754, 0.419517, TWO
2.33403, 1.92599, TWO
1.50033, 0.811689, TWO
-1.11578, 1.66193, TWO
-0.797108, 0.438066, TWO
2.41685, -0.048641, TWO
1.65466, 0.666768, TWO
-0.378289, -0.482552, TWO
-0.188674, 0.216743, TWO
1.09067, 0.749864, TWO
0.589665, -0.655441, TWO
1.99479, 0.390044, TWO
0.844293, 1.92829, TWO
0.097042, -0.629048, TWO
-0.027289, 1.96867, TWO
1.19538, 0.275984, TWO
1.75667, 1.80496, TWO
2.12588, 0.67413, TWO
1.85817, -0.633184, TWO
-0.978546, 0.160545, TWO
0.672704, -0.244533, TWO
2.56767, 0.220678, TWO
0.158602, -0.324091, TWO
1.26585, -0.005578, TWO
0.839804, 2.17835, TWO
-0.482314, 0.235031, TWO
1.28905, 2.53612, TWO
1.10351, 1.67165, TWO
0.64952, 2.80828, TWO
3.13129, -0.843759, TWO
1.04591, 1.32398, TWO
1.39506, 2.90357, TWO
0.361697, 1.32107, TWO
2.38612, 1.07015, TWO
1.08271, 0.668868, TWO
0.778731, 1.02418, TWO
2.44056, -0.409201, TWO
1.02856, 1.53741, TWO
1.18684, 0.028775, TWO
3.30303, 0.383849, TWO
1.71824, 1.77033, TWO
1.78511, -0.510865, TWO
1.6666, 0.185718, TWO
2.0395, 0.722349, TWO
-0.485668, 0.149879, TWO
2.12459, 1.21067, TWO
0.556988, 1.07178, TWO
1.94762, 0.526968, TWO
0.633419, 0.028806, TWO
1.6501, 0.579828, TWO
3.53079, 2.46307, TWO
1.99384, 1.5693, TWO
1.23174, 0.45599, TWO
0.351054, 1.34297, TWO
1.33756, 0.874534, TWO
0.490432, 0.7631, TWO
1.47639, 0.209483, TWO
3.36456, 0.47391, TWO
1.25098, 1.12092, TWO
2.02041, 0.848524, TWO
