500,2,0.196062
500,2,0.149901
500,2,0.150765
500,2,0.141148
500,2,0.124623
500,2,0.14977
500,2,0.12673
500,2,0.124331
500,2,0.15455
500,2,0.149081
1000,2,0.572919
1000,2,0.517914
1000,2,0.493775
1000,2,0.58257
1000,2,0.488298
1000,2,0.48359
1000,2,0.483876
1000,2,0.490978
1000,2,0.513469
1000,2,0.499926
1500,2,1.10825
1500,2,1.11321
1500,2,1.11046
1500,2,1.07985
1500,2,1.09751
1500,2,1.09087
1500,2,1.09717
1500,2,1.05592
1500,2,1.09274
1500,2,1.08561
2000,2,1.90529
2000,2,1.93723
2000,2,1.9076
2000,2,1.85615
2000,2,1.92627
2000,2,1.93308
2000,2,1.85607
2000,2,1.9207
2000,2,1.99168
2000,2,1.88688
2500,2,2.99532
2500,2,2.93494
2500,2,2.9266
2500,2,2.97463
2500,2,2.97618
2500,2,2.97523
2500,2,2.99415
2500,2,2.96652
2500,2,2.96727
2500,2,2.98026
3000,2,4.1807
3000,2,4.27383
3000,2,4.32486
3000,2,4.13027
3000,2,4.27217
3000,2,4.27223
3000,2,4.15643
3000,2,4.14736
3000,2,4.2861
3000,2,4.16051
3500,2,5.65328
3500,2,5.80845
3500,2,5.81776
3500,2,5.75798
3500,2,5.63523
3500,2,5.78693
3500,2,5.84404
3500,2,5.75382
3500,2,5.78905
3500,2,5.68203
4000,2,7.60638
4000,2,7.53007
4000,2,7.51078
4000,2,7.61917
4000,2,7.55404
4000,2,7.57777
4000,2,7.58373
4000,2,7.33736
4000,2,7.64112
4000,2,7.57387
4500,2,9.5092
4500,2,9.57166
4500,2,9.33532
4500,2,9.55982
4500,2,9.58429
4500,2,9.27934
4500,2,9.57168
4500,2,9.30257
4500,2,9.53003
4500,2,9.5728
5000,2,11.7957
5000,2,11.8286
5000,2,11.7847
5000,2,11.8067
5000,2,11.6917
5000,2,11.7994
5000,2,11.7556
5000,2,11.7183
5000,2,11.452
5000,2,11.8203
5500,2,13.8422
5500,2,14.1932
5500,2,14.2911
5500,2,14.2559
5500,2,14.8913
5500,2,14.2584
5500,2,13.7896
5500,2,14.2492
5500,2,14.1767
5500,2,14.2888
6000,2,16.9376
6000,2,16.4399
6000,2,16.9802
6000,2,17.0106
6000,2,16.9296
6000,2,16.3546
6000,2,16.9305
6000,2,16.9624
6000,2,16.4153
6000,2,16.8116
6500,2,19.931
6500,2,19.3449
6500,2,19.7549
6500,2,20.038
6500,2,19.8969
6500,2,19.3011
6500,2,19.7291
6500,2,19.8698
6500,2,19.7516
6500,2,19.904
7000,2,22.4102
7000,2,22.3177
7000,2,22.9948
7000,2,23.0978
7000,2,22.46
7000,2,22.3526
7000,2,22.3093
7000,2,22.9171
7000,2,22.9381
7000,2,23.0358
7500,2,26.4284
7500,2,26.4805
7500,2,26.4489
7500,2,26.4349
7500,2,25.6281
7500,2,26.5124
7500,2,26.4417
7500,2,25.5522
7500,2,26.6234
7500,2,26.4432
8000,2,29.8937
8000,2,30.1152
8000,2,30.0749
8000,2,30.0442
8000,2,30.0727
8000,2,30.0274
8000,2,29.8905
8000,2,29.3807
8000,2,29.1052
8000,2,30.0026
8500,2,33.9784
8500,2,33.9689
8500,2,32.8953
8500,2,33.9034
8500,2,33.7435
8500,2,33.9429
8500,2,33.7222
8500,2,33.9722
8500,2,32.9331
8500,2,33.726
9000,2,36.8719
9000,2,38.5275
9000,2,37.7546
9000,2,38.0838
9000,2,36.8978
9000,2,36.4062
9000,2,37.8167
9000,2,38.0131
9000,2,38.0717
9000,2,38.0628
9500,2,42.3256
9500,2,42.3575
9500,2,41.1672
9500,2,41.0345
9500,2,42.1071
9500,2,42.3848
9500,2,41.2148
9500,2,42.097
9500,2,42.3388
9500,2,42.1297
10000,2,45.5315
10000,2,46.9363
10000,2,46.9957
10000,2,46.9674
10000,2,46.9196
10000,2,46.6129
10000,2,46.9712
10000,2,46.9048
10000,2,46.8859
10000,2,46.6293
500,4,0.073018
500,4,0.073958
