0.215775, 1.48697, ONE
-0.019451, 2.25394, ONE
0.432972, 0.995535, ONE
0.33302, -0.068907, ONE
0.634094, -0.03505, ONE
0.377323, 0.562737, ONE
0.415498, 0.504195, ONE
0.911266, 1.50489, ONE
0.557291, 0.657843, ONE
0.621226, 0.417524, ONE
1.42175, 0.992426, ONE
1.1314, 0.395229, ONE
2.98442, 1.92911, ONE
1.7043, 0.880961, ONE
1.3716, 0.93086, ONE
1.58832, 0.184911, ONE
-0.386209, 2.16205, ONE
-0.811763, 2.16624, ONE
0.885852, 0.631425, ONE
1.98693, 0.247482, ONE
1.78051, 1.97449, ONE
1.0562, 0.101457, ONE
1.25511, 1.5857, ONE
0.239046, -0.872761, ONE
0.822593, 1.1671, ONE
0.790395, 1.79225, ONE
1.34224, -0.800592, ONE
-0.012803, 1.07883, ONE
2.10907, -0.100646, ONE
1.10926, 0.821413, ONE
1.60961, 1.50025, ONE
1.84021, 1.35571, ONE
0.08856, -0.665301, ONE
0.496031, 1.71824, ONE
2.5031, 2.44572, ONE
1.54578, 1.09677, ONE
0.051498, 1.12966, ONE
0.85832, 3.45299, ONE
-0.298203, 0.262091, ONE
-0.951919, 0.304801, ONE
2.12156, -0.017086, ONE
3.14707, 0.604671, ONE
-0.233953, 0.012843, ONE
-0.243889, -0.525626, ONE
0.303476, 1.6276, ONE
1.49471, 0.790845, ONE
-1.24451, 1.02973, ONE
1.21551, 2.00858, ONE
1.70063, -1.10801, ONE
0.138127, 1.95662, ONE
-1.52161, 0.594655, ONE
0.557322, -0.011697, ONE
0.330893, -0.275201, ONE
-0.105895, -0.435634, ONE
0.936918, 1.06058, ONE
0.330807, 1.21008, ONE
0.431921, 2.76249, ONE
2.71056, 0.587435, ONE
0.442249, 0.549076, ONE
0.873344, 0.296061, ONE
2.06609, -0.21027, ONE
-0.084079, 1.25617, ONE
0.629623, 1.23784, ONE
0.885242, -0.065031, ONE
1.31189, 0.859935, ONE
1.57934, 0.220169, ONE
1.66266, 2.36765, ONE
0.21224, 2.51062, ONE
1.27849, 2.22977, ONE
0.612251, 3.0122, ONE
1.42708, 1.32001, ONE
-0.373576, 1.97185, ONE
2.24883, 0.275856, ONE
0.195625, 1.1037, ONE
2.48395, 1.66073, ONE
0.050949, 2.05946, ONE
1.18858, 0.455793, ONE
2.64101, 1.17894, ONE
1.17783, 0.381538, ONE
2.34534, 0.49894, ONE
-0.862907, 0.410675, ONE
-0.615451, 0.674809, ONE
2.72708, 0.720301, ONE
1.58043, 2.48906, ONE
1.02327, 0.732646, ONE
0.657199, 0.797398, ONE
3.38912, 0.191884, ONE
-1.13287, 1.01663, ONE
2.01768, 0.519876, ONE
-0.014558, 1.60514, ONE
1.57889, -0.937822, ONE
1.44741, 0.228566, ONE
2.81864, 1.68508, ONE
1.04624, 0.273255, ONE
0.845019, -0.52697, ONE
0.519406, 1.12785, ONE
2.37982, 0.409006, ONE
1.93094, 0.244741, ONE
1.81237, 2.28048, ONE
0.53239, 1.28701, ONE
0.583256, 0.462017, ONE
